,Age,Hours_per_week,Workclass_cat_new,Education_cat_new,Marital_Status_cat_new,Occupation_cat,Race_cat,Sex_cat,Income
14797,31,48,0,2,1,9,4,0,<=50K
14798,29,42,2,1,2,2,4,1,<=50K
14799,26,40,2,6,1,5,4,0,<=50K
14800,51,36,2,1,3,6,4,0,<=50K
14801,26,60,1,1,1,12,3,1,<=50K
14802,27,60,1,1,1,9,4,0,<=50K
14803,36,50,2,6,2,12,4,1,<=50K
14804,28,40,1,1,1,9,4,0,<=50K
14805,53,40,2,1,0,12,4,0,<=50K
14806,40,40,1,1,0,9,4,1,<=50K
14807,38,20,2,6,0,7,4,0,<=50K
14808,53,34,2,4,2,7,4,1,<=50K
14809,34,40,1,6,2,2,4,1,<=50K
14810,43,60,2,6,0,13,4,1,<=50K
14811,64,40,2,4,2,0,4,1,<=50K
14812,21,40,2,1,1,0,4,0,<=50K
14813,47,50,1,3,0,10,2,1,>50K
14814,57,50,2,6,2,13,4,1,<=50K
14815,37,35,2,1,1,0,4,0,<=50K
14816,37,40,2,4,0,4,4,1,<=50K
14817,51,55,0,6,2,4,4,1,>50K
14818,32,40,2,7,1,0,4,0,<=50K
14819,49,40,2,6,2,6,4,1,<=50K
14820,52,14,2,6,2,11,4,1,<=50K
14821,64,45,1,7,2,3,4,1,>50K
14822,46,45,2,6,0,0,4,0,<=50K
14823,24,40,1,1,2,9,4,1,<=50K
14824,39,45,2,1,2,3,4,1,>50K
14825,23,40,2,6,2,6,4,0,<=50K
14826,30,44,2,1,1,2,4,1,<=50K
14827,34,60,2,3,0,9,4,0,>50K
14828,30,40,2,1,2,0,4,1,<=50K
14829,25,40,2,1,1,11,2,0,<=50K
14830,58,40,1,1,2,9,2,1,<=50K
14831,32,50,2,1,2,0,4,1,<=50K
14832,37,25,2,6,4,7,2,0,<=50K
14833,35,40,2,6,4,7,2,0,<=50K
14834,46,40,2,1,0,9,4,0,<=50K
14835,71,45,2,1,1,2,4,1,>50K
14836,44,40,2,4,0,0,4,0,<=50K
14837,45,40,2,4,0,11,4,0,<=50K
14838,38,50,2,1,2,9,4,1,>50K
14839,47,40,2,6,2,2,4,1,<=50K
14840,49,35,2,1,0,12,4,0,<=50K
14841,59,40,1,6,2,11,4,1,<=50K
14842,22,37,2,7,1,0,4,0,<=50K
14843,44,40,1,1,2,3,4,1,>50K
14844,76,20,2,1,3,9,4,0,<=50K
14845,50,40,1,4,1,7,4,1,<=50K
14846,33,40,1,1,2,10,4,1,<=50K
14847,43,48,2,6,2,2,4,1,>50K
14848,27,40,2,6,2,0,4,0,>50K
14849,37,40,0,6,2,2,4,1,<=50K
14850,40,55,2,4,2,13,4,1,<=50K
14851,49,40,0,1,0,3,0,0,<=50K
14852,48,45,0,1,1,2,4,1,<=50K
14853,22,40,2,1,2,12,4,1,<=50K
14854,36,40,2,1,0,9,4,0,<=50K
14855,30,40,1,6,1,7,2,0,<=50K
14856,40,40,1,6,1,2,0,1,<=50K
14857,42,45,2,6,2,6,4,1,<=50K
14858,55,40,2,1,0,9,4,0,<=50K
14859,33,35,2,1,1,0,1,0,<=50K
14860,55,40,2,6,2,11,4,1,<=50K
14861,47,60,2,1,2,11,4,1,>50K
14862,23,65,2,7,1,11,4,0,<=50K
14863,43,50,2,6,1,3,4,0,<=50K
14864,31,50,2,7,2,11,4,1,<=50K
14865,62,40,1,7,3,9,4,0,<=50K
14866,42,8,1,6,2,0,4,1,<=50K
14867,38,40,0,6,2,2,4,1,>50K
14868,29,42,2,6,1,12,4,1,<=50K
14869,26,60,2,1,1,7,4,1,<=50K
14870,26,52,2,6,2,0,4,0,>50K
14871,37,72,0,6,2,4,4,1,<=50K
14872,79,45,0,4,3,11,4,1,>50K
14873,61,48,2,5,1,7,4,1,<=50K
14874,60,60,0,1,2,3,4,1,>50K
14875,51,81,0,6,0,10,4,1,<=50K
14876,34,43,2,6,2,2,4,1,>50K
14877,35,40,2,6,0,6,4,1,<=50K
14878,27,60,1,4,2,2,4,1,<=50K
14879,44,40,2,6,0,7,4,0,<=50K
14880,25,20,2,6,4,7,4,0,<=50K
14881,32,40,2,5,0,7,4,0,<=50K
14882,36,20,2,1,2,9,4,1,>50K
14883,27,30,2,3,1,5,4,1,<=50K
14884,40,60,2,2,2,9,4,1,>50K
14885,25,40,2,1,1,12,4,1,<=50K
14886,41,50,2,6,2,13,4,1,<=50K
14887,30,45,2,1,2,9,4,1,>50K
14888,26,45,2,1,1,3,4,1,>50K
14889,32,45,2,1,1,9,4,0,<=50K
14890,33,40,2,6,2,5,4,1,<=50K
14891,35,55,2,6,2,2,4,1,<=50K
14892,48,44,2,6,3,7,4,0,<=50K
14893,62,5,0,5,2,11,4,1,<=50K
14894,40,2,0,7,1,9,2,0,<=50K
14895,23,30,2,1,1,7,4,0,<=50K
14896,50,40,1,1,2,3,4,1,>50K
14897,51,35,1,1,0,0,4,0,<=50K
14898,63,48,0,1,2,7,4,1,<=50K
14899,63,40,1,6,3,3,4,0,<=50K
14900,40,60,2,6,0,11,4,1,>50K
14901,40,40,2,6,1,4,4,1,<=50K
14902,20,15,1,1,1,9,4,0,<=50K
14903,28,40,2,1,2,0,4,1,>50K
14904,35,40,2,6,2,2,4,1,<=50K
14905,31,40,2,1,2,3,4,1,<=50K
14906,34,50,2,1,2,11,4,1,>50K
14907,57,50,2,3,2,3,4,1,>50K
14908,28,40,2,6,1,6,4,0,<=50K
14909,38,40,2,1,2,12,4,1,>50K
14910,37,40,2,7,1,7,4,1,<=50K
14911,43,40,1,1,0,0,2,0,<=50K
14912,26,40,0,6,2,3,4,1,<=50K
14913,26,65,2,1,2,13,2,1,<=50K
14914,27,50,2,7,2,13,4,1,<=50K
14915,33,45,2,1,2,9,4,1,<=50K
14916,65,20,2,1,2,7,4,1,<=50K
14917,57,45,0,1,2,11,4,1,>50K
14918,59,38,2,6,0,7,4,0,<=50K
14919,18,26,2,1,1,7,4,1,<=50K
14920,44,40,1,4,2,5,4,1,<=50K
14921,37,40,2,1,1,2,4,1,<=50K
14922,27,40,2,6,2,7,4,1,<=50K
14923,43,45,1,1,2,9,4,0,>50K
14924,59,40,0,0,2,9,4,1,>50K
14925,19,40,2,6,1,4,4,1,<=50K
14926,36,90,1,6,1,3,2,1,<=50K
14927,68,40,0,1,2,11,4,1,>50K
14928,63,30,2,4,3,11,4,0,<=50K
14929,37,57,2,1,2,3,4,1,<=50K
14930,46,60,1,3,0,9,4,0,<=50K
14931,23,40,2,6,1,7,4,1,<=50K
14932,22,30,2,1,1,11,4,1,<=50K
14933,49,44,2,6,2,11,4,1,<=50K
14934,36,40,2,6,0,0,2,0,<=50K
14935,38,50,2,1,0,3,4,1,<=50K
14936,46,45,1,3,2,3,4,1,>50K
14937,24,40,2,7,1,0,4,0,<=50K
14938,26,40,2,1,1,0,2,0,<=50K
14939,40,40,2,1,2,5,4,1,>50K
14940,31,50,1,3,1,9,4,0,<=50K
14941,48,70,0,7,2,2,4,1,>50K
14942,56,38,2,1,4,12,2,0,<=50K
14943,50,40,2,6,2,12,4,1,>50K
14944,17,20,2,4,1,5,4,1,<=50K
14945,21,25,2,6,1,7,2,1,<=50K
14946,50,40,2,6,0,0,4,0,<=50K
14947,49,32,2,6,0,11,4,0,<=50K
14948,34,15,2,6,2,11,4,0,<=50K
14949,32,60,0,6,2,11,4,1,>50K
14950,28,40,2,1,2,0,4,1,>50K
14951,62,50,0,1,2,3,4,1,>50K
14952,23,15,2,1,1,9,4,1,<=50K
14953,24,40,1,3,1,9,2,0,<=50K
14954,31,40,2,7,2,9,4,0,<=50K
14955,36,40,2,6,2,13,4,1,<=50K
14956,39,40,2,3,2,9,4,1,>50K
14957,21,42,2,6,1,2,4,1,<=50K
14958,39,40,2,6,2,5,4,1,<=50K
14959,21,35,2,1,1,11,4,0,<=50K
14960,33,40,2,7,2,9,4,1,>50K
14961,37,50,2,6,2,2,4,1,>50K
14962,29,40,1,6,1,7,4,0,<=50K
14963,22,40,2,6,1,2,4,1,<=50K
14964,25,40,2,3,1,9,4,0,>50K
14965,69,40,1,1,2,7,4,1,<=50K
14966,17,25,2,4,1,7,4,0,<=50K
14967,54,40,2,6,3,5,4,0,<=50K
14968,27,38,1,7,1,12,4,0,<=50K
14969,35,45,2,7,0,2,4,1,>50K
14970,38,40,2,7,2,12,4,0,>50K
14971,33,40,1,6,2,12,4,1,<=50K
14972,26,40,2,6,1,2,4,1,<=50K
14973,38,70,2,1,2,9,0,1,>50K
14974,33,55,2,1,2,3,4,1,>50K
14975,44,50,2,5,2,5,4,1,<=50K
14976,36,40,2,4,0,11,4,0,<=50K
14977,42,40,2,1,0,2,4,1,<=50K
14978,44,40,2,7,2,9,4,1,<=50K
14979,44,55,2,1,2,13,4,1,>50K
14980,21,20,2,1,1,11,4,0,<=50K
14981,41,50,2,1,2,11,4,1,>50K
14982,62,50,2,7,2,9,4,1,>50K
14983,38,40,2,1,2,9,4,1,>50K
14984,60,30,2,1,4,13,0,0,<=50K
14985,22,40,2,6,1,5,4,1,<=50K
14986,51,40,2,1,2,9,4,1,<=50K
14987,31,48,2,3,2,3,4,1,>50K
14988,42,55,1,0,2,3,4,1,>50K
14989,49,43,2,6,2,6,4,1,>50K
14990,37,42,1,1,1,12,4,0,<=50K
14991,37,45,0,0,2,9,4,1,>50K
14992,66,40,2,1,2,7,4,1,>50K
14993,46,40,2,7,4,6,2,0,<=50K
14994,52,40,2,6,2,2,4,1,>50K
14995,23,40,2,6,1,2,4,1,<=50K
14996,67,38,2,6,3,3,4,1,>50K
14997,19,25,2,1,1,11,4,0,<=50K
14998,37,45,2,1,1,9,4,0,<=50K
14999,39,40,0,1,2,7,2,1,<=50K
15000,54,40,2,6,2,11,4,1,>50K
15001,46,40,2,6,2,6,4,1,<=50K
15002,33,40,2,6,1,7,2,0,<=50K
15003,69,14,0,1,3,4,4,0,<=50K
15004,21,40,2,1,1,5,4,1,<=50K
15005,27,48,2,6,1,5,2,1,<=50K
15006,39,40,2,6,2,3,4,1,>50K
15007,23,40,2,1,0,0,2,1,<=50K
15008,26,36,2,7,0,9,4,0,<=50K
15009,42,40,2,2,4,9,0,0,<=50K
15010,36,40,2,6,0,2,4,1,<=50K
15011,42,40,2,6,0,5,2,0,<=50K
15012,37,44,2,7,2,2,4,1,>50K
15013,41,50,2,2,2,9,4,1,>50K
15014,27,40,2,7,1,6,2,0,<=50K
15015,42,50,0,0,2,9,4,1,>50K
15016,18,16,2,6,1,0,4,0,<=50K
15017,41,40,2,1,2,12,4,1,>50K
15018,31,40,2,6,2,5,4,1,<=50K
15019,26,40,2,1,2,2,4,1,<=50K
15020,37,60,2,1,2,3,4,1,>50K
15021,51,40,2,6,2,2,4,1,<=50K
15022,26,40,2,1,1,2,0,1,<=50K
15023,40,40,2,7,2,9,4,1,>50K
15024,25,40,2,6,1,5,4,1,<=50K
15025,38,40,2,7,2,6,4,1,>50K
15026,43,40,2,6,4,13,4,1,<=50K
15027,23,40,2,1,4,4,4,0,<=50K
15028,44,50,2,1,2,3,4,1,>50K
15029,60,25,1,3,0,9,4,0,<=50K
15030,38,55,1,3,1,9,4,0,<=50K
15031,21,20,1,1,1,9,4,1,<=50K
15032,18,25,2,1,1,0,4,0,<=50K
15033,49,60,2,1,0,3,2,0,>50K
15034,36,25,2,6,2,13,4,1,>50K
15035,31,35,2,6,2,13,4,0,>50K
15036,38,40,2,6,0,6,4,0,<=50K
15037,43,84,0,1,2,4,4,1,<=50K
15038,58,35,2,6,0,7,4,0,<=50K
15039,55,29,2,6,0,0,4,0,<=50K
15040,38,35,2,1,0,9,4,0,<=50K
15041,54,35,0,6,3,2,4,1,<=50K
15042,57,40,0,0,2,9,4,1,<=50K
15043,35,52,1,7,2,10,4,1,<=50K
15044,36,40,2,6,2,2,4,1,<=50K
15045,58,40,2,6,2,2,4,1,<=50K
15046,39,40,2,1,1,7,2,0,<=50K
15047,54,40,1,1,2,3,4,1,<=50K
15048,23,40,2,1,1,12,4,0,<=50K
15049,37,60,2,1,1,11,4,1,<=50K
15050,60,40,1,7,2,7,2,1,<=50K
15051,66,20,1,5,3,7,4,0,<=50K
15052,36,50,2,7,2,6,2,1,<=50K
15053,25,44,2,1,0,9,4,0,<=50K
15054,23,40,2,1,1,0,4,1,<=50K
15055,38,40,2,6,1,7,2,1,<=50K
15056,33,50,2,1,2,5,4,1,>50K
15057,49,60,0,1,2,4,4,1,<=50K
15058,57,60,0,6,2,3,4,1,>50K
15059,57,45,1,1,2,3,4,1,<=50K
15060,46,45,2,1,1,6,4,0,<=50K
15061,37,70,0,3,2,3,4,1,>50K
15062,43,45,0,1,2,11,4,1,>50K
15063,26,35,2,6,1,7,4,0,<=50K
15064,40,40,2,7,4,9,4,0,<=50K
15065,39,40,0,6,1,2,0,1,<=50K
15066,39,40,2,7,0,7,2,0,<=50K
15067,31,40,2,1,2,0,4,1,<=50K
15068,27,40,2,1,1,0,2,0,<=50K
15069,24,35,2,6,1,7,4,0,<=50K
15070,30,45,2,1,1,11,4,1,<=50K
15071,28,50,2,4,1,13,4,1,<=50K
15072,22,40,2,1,1,3,4,1,<=50K
15073,31,50,2,5,1,5,4,1,<=50K
15074,33,44,2,6,2,11,4,1,>50K
15075,20,15,2,1,1,5,4,1,<=50K
15076,49,40,1,1,2,4,4,1,<=50K
15077,21,35,2,6,1,7,4,0,<=50K
15078,45,45,2,1,2,3,4,1,>50K
15079,36,45,1,6,2,3,4,1,>50K
15080,23,12,2,1,1,11,4,1,<=50K
15081,47,50,2,1,2,3,4,1,>50K
15082,41,50,2,6,0,3,4,1,<=50K
15083,30,40,2,6,1,5,4,0,<=50K
15084,29,40,1,1,1,4,4,1,<=50K
15085,31,40,2,5,0,6,4,0,<=50K
15086,19,35,2,6,1,7,4,1,<=50K
15087,31,40,1,4,2,12,4,0,>50K
15088,18,8,1,4,1,7,4,1,<=50K
15089,68,24,2,6,3,11,4,0,<=50K
15090,36,48,1,1,1,3,2,0,<=50K
15091,44,50,2,0,2,9,4,1,>50K
15092,58,20,0,6,2,0,4,0,>50K
15093,20,20,2,6,1,11,2,0,<=50K
15094,18,40,2,4,1,5,4,1,<=50K
15095,32,30,2,6,1,5,4,0,<=50K
15096,49,40,0,6,0,7,4,0,<=50K
15097,34,40,2,6,2,6,4,1,<=50K
15098,22,40,2,6,1,0,4,0,<=50K
15099,40,45,2,6,2,7,4,1,<=50K
15100,35,40,2,6,2,5,4,1,<=50K
15101,55,60,2,6,0,3,4,0,<=50K
15102,21,40,2,7,2,2,4,1,<=50K
15103,54,40,2,1,2,2,4,0,<=50K
15104,39,44,1,1,1,0,4,0,<=50K
15105,52,38,2,6,0,7,4,1,<=50K
15106,57,50,0,1,2,2,4,1,>50K
15107,58,40,1,6,0,0,4,0,<=50K
15108,27,16,1,1,1,9,4,1,<=50K
15109,41,40,2,1,0,6,4,1,<=50K
15110,18,16,2,4,1,9,4,0,<=50K
15111,31,40,2,1,1,3,4,1,<=50K
15112,32,40,2,4,0,6,4,1,<=50K
15113,37,45,0,1,2,2,4,1,<=50K
15114,26,20,0,1,2,3,4,1,<=50K
15115,33,50,1,7,2,12,4,1,<=50K
15116,35,40,1,6,1,7,2,0,<=50K
15117,48,40,1,6,0,0,4,1,<=50K
15118,40,40,2,1,1,12,4,1,<=50K
15119,62,35,2,4,2,11,4,1,<=50K
15120,37,45,2,0,2,11,4,1,>50K
15121,18,18,2,4,1,11,4,1,<=50K
15122,45,50,2,3,2,9,4,1,<=50K
15123,35,45,2,1,2,11,4,1,<=50K
15124,35,40,2,6,0,2,4,1,<=50K
15125,34,51,0,6,2,9,4,1,<=50K
15126,19,30,2,1,1,11,4,1,<=50K
15127,53,60,1,1,2,10,4,1,<=50K
15128,49,40,2,1,0,7,4,1,<=50K
15129,71,16,2,6,3,11,4,0,<=50K
15130,39,45,1,3,2,3,4,1,<=50K
15131,23,40,2,1,1,0,4,0,<=50K
15132,29,50,0,1,2,11,4,1,>50K
15133,52,40,2,5,0,4,4,1,<=50K
15134,41,40,2,1,2,0,4,0,>50K
15135,20,35,2,1,1,7,4,1,<=50K
15136,30,45,2,1,2,12,4,1,<=50K
15137,56,36,2,4,0,0,2,0,<=50K
15138,26,40,2,6,0,11,4,0,<=50K
15139,36,40,1,6,0,0,4,0,<=50K
15140,26,42,1,1,1,9,2,0,<=50K
15141,58,40,2,7,2,6,2,1,>50K
15142,24,40,2,1,1,0,4,1,<=50K
15143,41,32,2,1,0,11,1,0,<=50K
15144,27,35,2,1,1,11,4,1,<=50K
15145,28,40,1,1,4,3,4,1,<=50K
15146,57,40,0,6,2,3,4,1,<=50K
15147,21,20,1,1,1,9,4,0,<=50K
15148,50,40,2,6,2,5,4,1,<=50K
15149,27,40,2,6,2,5,2,1,<=50K
15150,58,60,2,1,1,9,4,0,<=50K
15151,27,50,0,1,2,3,4,1,<=50K
15152,36,17,2,6,4,11,2,0,<=50K
15153,68,40,1,1,2,3,4,1,>50K
15154,33,40,0,6,3,11,4,0,<=50K
15155,19,18,2,1,1,7,4,0,<=50K
15156,26,40,2,6,4,0,2,0,<=50K
15157,37,30,2,6,1,5,2,0,<=50K
15158,53,45,2,6,2,6,4,1,<=50K
15159,32,38,2,1,1,12,2,1,<=50K
15160,18,25,2,4,1,3,4,0,<=50K
15161,53,40,2,6,2,2,4,1,>50K
15162,40,40,0,1,2,9,4,1,<=50K
15163,50,40,2,1,0,9,4,0,<=50K
15164,43,50,2,1,2,9,4,0,>50K
15165,60,46,2,1,2,11,4,1,>50K
15166,28,40,0,6,2,11,4,0,<=50K
15167,34,45,2,6,0,11,4,1,<=50K
15168,37,40,2,6,0,13,4,1,<=50K
15169,25,40,2,6,2,12,4,1,<=50K
15170,46,65,2,3,2,3,4,1,>50K
15171,26,45,2,1,1,9,4,0,<=50K
15172,47,40,2,6,1,0,4,0,<=50K
15173,18,20,2,4,1,5,4,1,<=50K
15174,22,16,2,1,1,11,4,0,<=50K
15175,36,30,2,1,0,6,4,0,<=50K
15176,59,48,0,6,2,13,4,1,<=50K
15177,44,40,1,1,2,3,4,1,<=50K
15178,55,50,2,6,2,3,4,1,<=50K
15179,56,50,2,6,2,13,4,1,<=50K
15180,54,35,0,1,0,11,4,0,<=50K
15181,51,40,2,6,0,9,4,1,<=50K
15182,31,38,2,1,1,0,4,0,<=50K
15183,43,50,2,3,2,3,4,1,>50K
15184,44,40,2,6,0,7,4,0,<=50K
15185,22,50,2,1,1,3,4,1,<=50K
15186,43,40,1,6,2,7,0,1,<=50K
15187,26,40,1,7,1,0,2,0,<=50K
15188,30,18,2,1,1,11,4,1,<=50K
15189,30,40,2,4,2,2,4,1,<=50K
15190,46,15,2,6,1,7,4,1,<=50K
15191,27,50,2,1,2,11,4,1,<=50K
15192,26,50,2,6,2,2,4,1,<=50K
15193,36,40,2,1,1,3,4,1,>50K
15194,25,35,0,6,4,2,4,1,<=50K
15195,30,40,1,0,1,9,2,0,<=50K
15196,46,40,1,6,2,7,2,1,>50K
15197,47,48,2,1,2,0,2,0,>50K
15198,66,26,0,1,2,11,4,1,>50K
15199,43,40,2,4,2,5,4,1,<=50K
15200,36,55,1,1,2,0,4,1,>50K
15201,44,15,1,1,3,0,4,0,<=50K
15202,42,50,2,2,2,9,4,1,<=50K
15203,36,50,2,7,2,3,4,1,>50K
15204,60,45,0,1,2,3,4,1,>50K
15205,37,50,2,1,2,6,4,1,>50K
15206,26,20,2,1,1,13,4,1,<=50K
15207,24,30,2,1,1,0,4,0,<=50K
15208,45,35,1,3,0,9,4,0,<=50K
15209,54,48,2,1,2,3,4,1,>50K
15210,22,30,2,1,1,11,4,0,<=50K
15211,63,48,1,3,2,9,4,1,<=50K
15212,22,43,2,6,2,2,4,1,<=50K
15213,27,25,2,1,1,7,4,1,<=50K
15214,64,30,2,1,3,9,4,0,<=50K
15215,50,50,2,7,2,3,4,1,>50K
15216,44,40,0,7,3,9,4,0,<=50K
15217,31,50,2,6,2,13,4,1,<=50K
15218,53,35,0,4,2,4,4,1,<=50K
15219,33,40,1,6,3,7,4,0,<=50K
15220,34,40,1,4,2,1,4,1,<=50K
15221,27,70,2,6,1,13,4,1,<=50K
15222,80,20,0,6,1,3,4,1,<=50K
15223,31,32,2,7,0,7,4,0,<=50K
15224,40,40,2,6,2,2,2,1,>50K
15225,53,40,1,1,2,9,4,1,<=50K
15226,58,44,2,6,2,6,4,1,<=50K
15227,38,40,2,1,2,3,4,1,>50K
15228,33,40,2,0,2,9,4,1,>50K
15229,23,40,2,1,2,3,2,0,<=50K
15230,31,50,0,6,1,2,4,1,<=50K
15231,52,70,0,3,2,11,4,1,<=50K
15232,24,40,2,6,1,12,4,1,<=50K
15233,45,40,0,4,2,4,4,1,<=50K
15234,36,40,2,6,2,0,4,0,>50K
15235,54,40,2,6,2,2,4,1,<=50K
15236,39,55,2,0,2,9,4,1,>50K
15237,40,50,2,1,2,11,4,1,>50K
15238,28,50,2,6,1,12,1,1,<=50K
15239,23,40,2,1,1,0,4,0,<=50K
15240,36,40,0,5,1,2,2,1,<=50K
15241,22,15,2,1,1,0,4,0,<=50K
15242,55,50,1,3,2,3,4,1,<=50K
15243,71,17,2,6,1,5,4,1,<=50K
15244,47,60,2,2,2,9,4,1,>50K
15245,17,12,0,4,1,11,4,1,<=50K
15246,31,50,2,1,2,3,4,0,>50K
15247,46,40,2,1,2,13,4,1,>50K
15248,27,40,2,1,1,3,4,0,<=50K
15249,39,50,1,1,2,3,4,1,>50K
15250,40,48,2,6,0,5,4,0,<=50K
15251,30,30,2,6,1,11,4,0,<=50K
15252,17,20,2,4,1,7,4,1,<=50K
15253,33,40,2,3,1,9,4,1,<=50K
15254,72,30,2,2,1,9,4,1,<=50K
15255,34,40,1,1,2,0,4,0,>50K
15256,36,50,2,1,2,9,4,1,>50K
15257,32,40,2,6,1,6,4,1,<=50K
15258,22,40,2,6,1,5,4,1,<=50K
15259,47,48,2,0,2,9,4,1,>50K
15260,31,40,2,1,1,7,4,1,<=50K
15261,28,50,0,1,1,11,4,1,<=50K
15262,34,28,2,7,2,0,4,1,<=50K
15263,44,35,2,1,2,9,4,1,>50K
15264,27,40,2,1,1,5,1,1,<=50K
15265,50,44,1,1,2,10,4,1,>50K
15266,47,30,2,6,2,7,2,0,<=50K
15267,20,40,2,1,1,7,4,1,<=50K
15268,24,38,2,6,1,11,4,1,<=50K
15269,29,40,1,1,2,12,4,1,>50K
15270,37,32,1,7,1,7,2,0,<=50K
15271,42,40,2,7,0,0,4,1,<=50K
15272,68,40,2,1,1,0,4,0,<=50K
15273,72,30,0,6,2,11,4,1,<=50K
15274,45,20,1,1,2,0,2,1,<=50K
15275,30,40,1,6,2,7,2,1,<=50K
15276,33,40,2,6,2,2,4,1,<=50K
15277,43,40,2,6,2,7,4,1,>50K
15278,56,60,2,1,3,3,4,1,<=50K
15279,25,40,0,7,2,4,4,1,<=50K
15280,25,37,2,1,1,7,4,0,<=50K
15281,31,40,1,7,2,12,4,1,>50K
15282,36,38,2,6,2,6,4,1,<=50K
15283,37,40,2,1,2,3,4,1,>50K
15284,58,20,0,6,2,2,4,1,<=50K
15285,26,40,2,1,1,0,2,0,<=50K
15286,46,48,1,1,2,3,4,1,>50K
15287,44,20,2,1,1,0,4,0,<=50K
15288,44,60,2,4,2,7,2,1,<=50K
15289,28,55,1,1,1,3,4,1,<=50K
15290,42,50,2,4,2,13,4,1,<=50K
15291,41,40,2,6,0,2,4,1,<=50K
15292,39,45,2,1,2,3,4,1,<=50K
15293,64,30,0,7,2,4,4,1,<=50K
15294,20,25,2,1,1,5,4,1,<=50K
15295,45,40,1,1,2,10,4,1,>50K
15296,31,50,2,6,2,0,4,1,<=50K
15297,36,40,1,3,2,3,4,1,>50K
15298,33,65,0,7,2,4,4,1,<=50K
15299,51,35,0,6,0,3,4,0,>50K
15300,36,40,2,6,0,6,4,1,<=50K
15301,40,40,2,6,1,2,4,1,<=50K
15302,44,51,2,7,2,0,4,1,>50K
15303,46,40,2,7,0,0,4,0,<=50K
15304,31,60,0,0,2,9,4,1,>50K
15305,30,40,2,6,1,11,4,0,<=50K
15306,26,40,2,6,2,5,4,1,<=50K
15307,25,40,2,1,1,7,4,1,<=50K
15308,35,40,0,7,2,2,4,1,<=50K
15309,29,50,2,0,1,9,4,1,<=50K
15310,39,40,2,7,4,2,4,1,<=50K
15311,44,40,0,1,0,7,4,1,<=50K
15312,37,60,2,6,2,6,4,1,>50K
15313,79,20,0,7,2,11,4,1,>50K
15314,36,45,2,1,2,3,2,1,>50K
15315,44,60,2,1,2,2,4,1,>50K
15316,23,30,2,6,2,6,4,1,<=50K
15317,27,45,2,1,1,0,4,0,<=50K
15318,46,40,0,1,2,11,4,1,>50K
15319,58,40,2,6,2,2,4,1,<=50K
15320,36,48,2,7,0,3,4,1,<=50K
15321,36,60,2,6,2,2,4,1,>50K
15322,21,45,2,1,1,0,4,1,<=50K
15323,41,40,1,6,1,13,4,0,>50K
15324,49,40,1,6,2,6,4,1,<=50K
15325,34,40,2,1,2,11,4,0,>50K
15326,63,50,2,1,2,3,4,1,>50K
15327,29,40,1,1,1,9,4,0,<=50K
15328,65,40,2,1,2,4,4,1,<=50K
15329,26,25,2,1,1,7,4,0,<=50K
15330,44,37,2,1,0,0,1,0,<=50K
15331,41,25,0,6,2,6,4,1,<=50K
15332,18,40,2,4,1,5,4,1,<=50K
15333,33,40,1,4,2,13,4,1,<=50K
15334,46,38,1,1,2,9,4,1,>50K
15335,49,40,2,4,2,8,4,0,<=50K
15336,41,40,1,6,2,0,4,0,<=50K
15337,52,40,2,1,0,0,4,0,<=50K
15338,40,40,2,1,4,5,4,1,<=50K
15339,53,40,1,1,1,9,4,0,<=50K
15340,45,50,0,6,2,2,4,1,<=50K
15341,30,40,1,4,2,2,4,1,<=50K
15342,56,40,2,6,2,5,4,1,<=50K
15343,24,40,2,6,2,2,4,1,<=50K
15344,71,50,0,5,2,4,4,1,<=50K
15345,20,30,0,6,0,11,4,0,<=50K
15346,26,50,2,1,2,12,4,1,<=50K
15347,34,65,2,6,2,11,4,1,<=50K
15348,49,60,2,6,4,9,4,0,<=50K
15349,48,50,2,2,2,9,4,1,>50K
15350,22,40,2,6,1,7,4,0,<=50K
15351,30,40,2,1,0,6,4,1,<=50K
15352,51,40,2,6,0,2,4,1,<=50K
15353,46,40,2,1,4,11,4,0,<=50K
15354,32,45,0,6,2,3,4,1,<=50K
15355,52,50,1,1,2,12,4,1,<=50K
15356,57,40,2,6,0,0,2,0,<=50K
15357,35,39,2,1,0,0,4,0,<=50K
15358,52,50,2,3,2,9,4,1,>50K
15359,36,40,2,1,0,3,4,0,<=50K
15360,67,20,1,6,0,10,2,1,<=50K
15361,31,48,0,1,2,11,4,1,<=50K
15362,31,50,2,6,2,9,4,1,<=50K
15363,28,42,2,1,1,6,4,1,<=50K
15364,36,40,2,6,0,2,4,1,<=50K
15365,58,35,0,6,2,11,4,1,>50K
15366,56,40,2,6,2,6,4,1,<=50K
15367,35,40,2,1,1,11,4,1,<=50K
15368,37,40,2,7,2,2,4,1,>50K
15369,44,40,2,1,4,3,4,0,<=50K
15370,26,40,2,6,1,4,4,1,<=50K
15371,51,40,2,6,2,13,4,1,<=50K
15372,31,50,2,1,2,2,4,1,>50K
15373,20,40,2,1,1,0,4,0,<=50K
15374,21,40,2,1,1,0,1,0,<=50K
15375,37,50,2,1,2,9,4,1,>50K
15376,53,40,1,7,2,9,4,1,>50K
15377,54,45,2,6,2,0,4,1,<=50K
15378,30,50,2,1,2,11,4,1,>50K
15379,43,40,1,6,4,3,4,0,<=50K
15380,48,40,2,7,0,7,4,0,<=50K
15381,42,48,0,1,2,11,4,1,<=50K
15382,62,40,2,6,2,6,4,1,<=50K
